sh601778	 N晶科
sz300753	 爱朋医疗
sz300197	 铁汉生态
sz002865	 钧达股份
sz002757	 南兴股份
sz002580	 圣阳股份
sz002556	 辉隆股份
sz002431	 棕榈股份
sz002290	 *ST中科
sz000751	 锌业股份
sz000707	 ST双环
sz300650	 太龙照明
sz002691	 冀凯股份
sz002372	 伟星新材
sz002365	 永安药业
sz000558	 莱茵体育
sz300009	 安科生物
sz002860	 星帅尔
sz002753	 永东股份
sz002470	 金正大
sz002310	 东方园林
sz002006	 精功科技
sz000886	 海南高速
sz000597	 东北制药
sz300299	 富春股份
sz002027	 分众传媒
sz000598	 兴蓉环境
sz000488	 晨鸣纸业
sz300630	 普利制药
sz300406	 九强生物
sz002321	 华英农业
sz002276	 万马股份
sz000973	 佛塑科技
sz000777	 中核科技
sz300140	 中环装备
sz002453	 华软科技
sz001872	 招商港口
sz000762	 西藏矿业
sz300103	 达刚控股
sz300030	 阳普医疗
sz002663	 普邦股份
sz002422	 科伦药业
sz002361	 神剑股份
sz000688	 国城矿业
sz002136	 安 纳 达
sz000708	 中信特钢
sz000672	 上峰水泥
sz000568	 泸州老窖
sz002433	 太安堂
sz002317	 众生药业
sz300486	 东杰智能
sz002068	 黑猫股份
sz300436	 广生堂
sz002508	 老板电器
sz002118	 紫鑫药业
sz000952	 广济药业
sz000420	 吉林化纤
sz002765	 蓝黛传动
sz002305	 南国置业
sz000768	 中航飞机
sz002625	 光启技术
sz002548	 金新农
sz002507	 涪陵榨菜
sz002339	 积成电子
sz002271	 东方雨虹
sz000802	 北京文化
sz000659	 珠海中富
sz000639	 西王食品
sz300185	 通裕重工
sz002779	 中坚科技
sz002031	 巨轮智能
sz000007	 全新好
sz300531	 优博讯
sz300181	 佐力药业
sz300003	 乐普医疗
sz002633	 申科股份
sz000630	 铜陵有色
sz002586	 *ST围海
sz300668	 杰恩设计
sz002266	 浙富控股
sz300016	 北陆药业
sz002867	 周大生
sz000906	 浙商中拓
sz300187	 永清环保
sz300148	 天舟文化
sz002686	 亿利达
sz000736	 中交地产
sz000011	 深物业A
sz002921	 联诚精密
sz000711	 京蓝科技
sz000498	 山东路桥
sz300305	 裕兴股份
sz002959	 小熊电器
sz300337	 银邦股份
sz002693	 双成药业
sz002516	 旷达科技
sz002399	 海普瑞
sz300431	 暴风集团
sz002664	 长鹰信质
sz002644	 佛慈制药
sz002632	 道明光学
sz002478	 常宝股份
sz002179	 中航光电
sz001896	 豫能控股
sz300169	 天晟新材
sz002847	 盐津铺子
sz000501	 鄂武商Ａ
sz300591	 万里马
sz300257	 开山股份
sz300221	 银禧科技
sz300125	 聆达股份
sz002937	 兴瑞科技
sz002842	 翔鹭钨业
sz002574	 明牌珠宝
sz000069	 华侨城Ａ
sz300008	 天海防务
sz002340	 格林美
sz002294	 信立泰
sz300478	 杭州高新
sz002301	 齐心集团
sz000893	 东凌国际
sz002603	 以岭药业
sz002287	 奇正藏药
sz000925	 众合科技
sz000513	 丽珠集团
sz000789	 万年青
sz000735	 罗 牛 山
sz300536	 农尚环境
sz300385	 雪浪环境
sz000969	 安泰科技
sz000960	 锡业股份
sz300015	 爱尔眼科
sz002787	 华源控股
sz002042	 华孚时尚
sz300244	 迪安诊断
sz002223	 鱼跃医疗
sz002069	 獐子岛
sz000982	 *ST 中绒
sz000613	 大东海A
sz000510	 新金路
sz002628	 成都路桥
sz002291	 星期六
sz000628	 高新发展
sz000529	 广弘控股
sz002819	 东方中科
sz002748	 世龙实业
sz002348	 高乐股份
sz000599	 青岛双星
sz000553	 安道麦A
sz300401	 花园生物
sz002486	 嘉麟杰
sz002473	 圣莱达
sz002394	 联发股份
sz002279	 久其软件
sz000679	 *ST友谊
sz300718	 长盛轴承
sz002307	 北新路桥
sz002227	 奥 特 迅
sz000981	 ST银亿
sz000514	 渝 开 发
sz300741	 华宝股份
sz300034	 钢研高纳
sz002058	 威 尔 泰
sz002956	 西麦食品
sz300627	 华测导航
sz300051	 三五互联
sz002181	 粤 传 媒
sz000875	 吉电股份
sz000752	 *ST西发
sz300483	 沃施股份
sz000060	 中金岭南
sz300176	 派生科技
sz002705	 新宝股份
sz000585	 *ST东电
sz300719	 安达维尔
sz300457	 赢合科技
sz002370	 亚太药业
sz000504	 *ST生物
sz300035	 中科电气
sz002673	 西部证券
sz300087	 荃银高科
sz002330	 得利斯
sz002015	 协鑫能科
sz300637	 扬帆新材
sz000901	 航天科技
sz000534	 万泽股份
sz300658	 延江股份
sz300178	 腾邦国际
sz002434	 万里扬
sz300409	 道氏技术
sz000525	 红 太 阳
sz002641	 永高股份
sz002089	 *ST新海
sz000965	 天保基建
sz000544	 中原环保
sz300026	 红日药业
sz002239	 奥特佳
sz000813	 德展健康
sz300404	 博济医药
sz002016	 世荣兆业
sz000759	 中百集团
sz002768	 国恩股份
sz000677	 恒天海龙
sz002826	 易明医药
sz002204	 大连重工
sz000930	 中粮科技
sz300545	 联得装备
sz002876	 三利谱
sz002496	 *ST辉丰
sz002596	 海南瑞泽
sz000779	 甘咨询
sz000429	 粤高速Ａ
sz300267	 尔康制药
sz300099	 精准信息
sz000635	 英 力 特
sz000629	 攀钢钒钛
sz002047	 宝鹰股份
sz000520	 长航凤凰
sz300564	 筑博设计
sz300334	 津膜科技
sz002910	 庄园牧场
sz300201	 海伦哲
sz002783	 凯龙股份
sz300045	 华力创通
sz300759	 康龙化成
sz002785	 万里石
sz300698	 万马科技
sz300680	 隆盛科技
sz002289	 *ST宇顺
sz002932	 明德生物
sz300182	 捷成股份
sz300159	 新研股份
sz002250	 联化科技
sz300157	 恒泰艾普
sz300461	 田中精机
sz001696	 宗申动力
sz000923	 河钢资源
sz000795	 英洛华
sz000519	 中兵红箭
sz002767	 先锋电子
sz300489	 中飞股份
sz300214	 日科化学
sz002427	 *ST尤夫
sz300180	 华峰超纤
sz300158	 振东制药
sz002057	 中钢天源
sz000572	 *ST 海马
sz002056	 横店东磁
sz000590	 启迪古汉
sz300763	 锦浪科技
sz002200	 *ST云投
sz002696	 百洋股份
sz300222	 科大智能
sz002081	 金 螳 螂
sz300072	 三聚环保
sz000068	 华控赛格
sz300700	 岱勒新材
sz300683	 海特生物
sz300428	 四通新材
sz002141	 贤丰控股
sz300517	 海波重科
sz000423	 东阿阿胶
sz002114	 罗平锌电
sz300381	 溢多利
sz002147	 *ST新光
sz300600	 瑞特股份
sz300001	 特锐德
sz002205	 国统股份
sz002940	 昂利康
sz000862	 银星能源
sz300359	 全通教育
sz002259	 *ST升达
sz000921	 海信家电
sz002742	 三圣股份
sz300447	 全信股份
sz002122	 *ST天马
sz002763	 汇洁股份
sz002735	 王子新材
sz300495	 美尚生态
sz002870	 香山股份
sz002363	 隆基机械
sz000571	 *ST大洲
sz002969	 嘉美包装
sz000758	 中色股份
sz000413	 东旭光电
sz002495	 佳隆股份
sz002786	 银宝山新
sz000851	 高鸿股份
sz000972	 ST中基
sz000713	 丰乐种业
sz000019	 深粮控股
sz300070	 碧水源
sz002721	 金一文化
sz000622	 恒立实业
sz300722	 新余国科
sz300681	 英搏尔
sz000892	 欢瑞世纪
sz300562	 乐心医疗
sz002933	 新兴装备
sz000671	 阳 光 城
sz300647	 超频三
sz300452	 山河药辅
sz300411	 金盾股份
sz002234	 民和股份
sz002135	 东南网架
sz300692	 中环环保
sz002941	 新疆交建
sz002622	 融钰集团
sz002458	 益生股份
sz000017	 *ST中华A
sz300685	 艾德生物
sz002570	 贝因美
sz002773	 康弘药业
sz002183	 怡 亚 通
sz300217	 东方电热
sz300098	 高新兴
sz002943	 宇晶股份
sz002726	 龙大肉食
sz300317	 珈伟新能
sz300061	 旗天科技
sz000861	 海印股份
sz300300	 汉鼎宇佑
sz002889	 东方嘉盛
sz002567	 唐人神
sz002173	 创新医疗
sz000927	 *ST夏利
sz002588	 史丹利
sz002524	 光正集团
sz002157	 正邦科技
sz000951	 中国重汽
sz000576	 广东甘化
sz000732	 泰禾集团
sz300444	 双杰电气
sz002718	 友邦吊顶
sz002468	 申通快递
sz000652	 泰达股份
sz002505	 大康农业
sz300498	 温氏股份
sz002492	 恒基达鑫
sz300527	 中国应急
sz300775	 三角防务
sz000662	 天夏智慧
sz002233	 塔牌集团
sz000718	 苏宁环球
sz002823	 凯中精密
sz002385	 大北农
sz000676	 智度股份
sz000656	 金科股份
sz002714	 牧原股份
sz000681	 视觉中国
sz000669	 *ST金鸿
sz002210	 *ST飞马
sz000859	 国风塑业
sz002935	 天奥电子
sz000727	 *ST东科
sz002987	 京北方
sz002640	 跨境通
sz300636	 同和药业
sz300497	 富祥药业
sz002072	 *ST凯瑞
sz000048	 京基智农
sz300554	 三超新材
sz002719	 *ST麦趣
sz002124	 天邦股份
sz002471	 中超控股
sz000980	 众泰汽车
sz000536	 *ST华映
sz002613	 北玻股份
sz002770	 科迪乳业
sz300582	 英飞特
sz002950	 奥美医疗
sz002772	 众兴菌业
sz300649	 杭州园林
sz002121	 *ST科陆
sz300356	 光一科技
sz002683	 宏大爆破
sz002503	 搜于特
sz000889	 中嘉博创
sz300363	 博腾股份
sz002286	 保龄宝
sz300261	 雅本化学
sz300093	 金刚玻璃
sz300696	 爱乐达
sz000505	 京粮控股
sz002615	 哈尔斯
sz300168	 万达信息
sz300748	 金力永磁
sz002341	 新纶科技
sz300374	 恒通科技
sz002529	 *ST海源
sz300023	 宝德股份
sz002832	 比音勒芬
sz000955	 欣龙控股
sz002488	 金固股份
sz002551	 尚荣医疗
sz002100	 天康生物
sz300552	 万集科技
sz002280	 联络互动
sz300011	 鼎汉技术
sz000998	 隆平高科
sz300397	 天和防务
sz000697	 炼石航空
sz002155	 湖南黄金
sz300370	 安控科技
sz000908	 景峰医药
sz002349	 精华制药
sz002535	 *ST林重
sz300676	 华大基因
sz002263	 *ST东南
sz300080	 易成新能
sz300473	 德尔股份
sz002723	 金莱特
sz300781	 因赛集团
sz002716	 *ST金贵
sz002188	 *ST巴士
sz002030	 达安基因
sz002858	 力盛赛车
sz002780	 三夫户外
sz000876	 新 希 望
sz002176	 *ST江特
sz000687	 华讯方舟
sz000426	 兴业矿业
sz002356	 *ST赫美
sz002618	 丹邦科技
sz000506	 中润资源
sz002592	 八菱科技
sz000760	 *ST斯太
sz002638	 勤上股份
sz002359	 *ST北讯
sz002418	 *ST康盛
sz002052	 *ST同洲
sz002731	 萃华珠宝
sz002237	 恒邦股份
sz002220	 ST天宝
sz000587	 *ST金洲
sz000673	 *ST当代
sz002256	 *ST兆新
sz002426	 *ST胜利
sz002175	 *ST东网
sz000975	 银泰黄金
sz300606	 金太阳
sz002319	 *ST乐通
sz002219	 *ST恒康
sz000509	 *ST华塑
sz000890	 *ST胜尔
sz000820	 *ST节能
sz300041	 回天新材
sz002005	 *ST德豪
sz000806	 ST银河
sz002766	 *ST索菱
sz002086	 ST东海洋
sz000582	 北部湾港
sz000603	 盛达资源
sz002869	 金溢科技
sz000936	 华西股份
sz300090	 盛运环保
sz000839	 中信国安
sz002912	 中新赛克
sz300156	 神雾环保
